id;ref address;query;query lon;query lat;result 1;result 2;result 3;result 4;result 5;
455;6, rue etienne marcel, paris, france;marcel;2.35;48.864;marcelle, rue montmartre, paris, france;rue étienne marcel, paris, france;marcelo burlon, rue notre dame de nazareth, paris, france;marcello, rue mabillon, paris, france;marcelo coffee, rue saint-denis, paris, france;
456;43 avenue de la gare, sarlat-la-canéda, france;gare;1.219;44.878;gare de sarlat, sarlat-la-canéda, france;avenue de la gare, sarlat-la-canéda, france;gare saint jean, bordeaux, france;gare de bordeaux st-jean, rue charles domercq, bordeaux, france;gare saint-jean, bordeaux, france;
457;33 rue de la borie, égletons, france;borie;2.047;45.401;rue de la borie, égletons, france;borie d'imbert, rocamadour, france;borie porte, trélissac, france;borie brut, champcevinel, france;borie roger, saint-martial-de-gimel, france;
458;5, grand rue, logelheim, france;rue;7.408;48.021;rue des marchands, colmar, france;rue des clefs, colmar, france;rue du ladhof, colmar, france;rue des écoles, colmar, france;rue emile schwoerer, colmar, france;
459;3 rue du port, cherbourg-en-cotentin, france;port;-1.622;49.64;portugal, undefined;port chantereyne, france;port de cherbourg sas, quai de normandie, cherbourg-en-cotentin, france;rue du port, france;port chantereyne, port chantereyne, cherbourg-en-cotentin, france;
460;117, rue monge, paris, france;monge;2.351;48.839;monge, paris, france;rue monge, paris, france;marché monge, place monge, paris, france;parking monge, rue gracieuse, paris, france;bazar monge, rue monge, paris 05, france;
461;15 avenue de saria, serris, france;saria;2.791;48.842;saria gestion, avenue de saria, serris, france;avenue de saria, serris, france;sariano, rue de palestro, paris, france;saria industries, rue martre, clichy, france;sariaya, quezon, philippines;
462;intermarché, grigny, france;intermarché;4.782;45.604;intermarché super et drive, grigny, france;intermarché super et drive, rue jean ligonnet, givors, france;intermarché garibaldi, rue garibaldi, lyon, france;intermarché super, vienne, france;intermarché super et drive, corbas, france;
463;58 rue du maréchal foch, loos, france;foch;3.018;50.615;foch, marcq-en-barœul, france;rue du maréchal foch, loos, france;fochteloo, pays-bas;fochesato, rue de l'industrie, seclin, france;foch promotion, avenue de la république, lambersart, france;
464;8 rue amédée bolle, sainte-croix-en-plaine, france;bolle;7.377;48.017;bollenberg, westhalten, france;domaine du bollenberg, westhalten, france;hotel bollenberg, westhalten, france;hôtel du bollenberg - spa de la colline, westhalten, france;domaine du bollenberg, rouffach, france;
465;43, rue du général de gaulle, niederbronn-les-bains, france;gaulle;7.646;48.95;rue du général de gaulle, niederbronn-les-bains, france;rue du général de gaulle, reichshoffen, france;rue du général de gaulle, gunstett, france;rue du général de gaulle, mertzwiller, france;rue du général de gaulle, lampertsloch, france;
466;7, place surian, vence, france;surian;7.114;43.722;place surian, vence, france;šurianky, slovaquie;scea du domaine de la suriane, saint-chamas, france;la suriane, saint-chamas, france;surian jean-claude, impasse du château d'eau, sisteron, france;
467;27, rue thiers, givet, france;thiers;4.826;50.138;thiers-sur-thève, france;rue thiers, givet, france;thiers, france;thiersee, autriche;thiers, nice, france;
468;9, place des martyrs de la résistance, lesparre-médoc, france;résistance;-0.945;45.304;résistance, rue sainte-croix de la bretonnerie, paris, france;parking place de la résistance, place de la résistance et du général de gaulle, quimper, france;avenue de la résistance, lormont, france;rue des martyrs de la résistance, villeneuve-sur-lot, france;musée de la résistance, plantage kerklaan, amsterdam, pays-bas;
469;4 rue violet, paris, france;violet;2.295;48.85;violet, paris, france;eiffel tower violet, rue violet, paris, france;parfumerie violet, rue violet, paris, france;crèche collective associative violet, place violet, paris, france;la pharmacie du square violet, rue des entrepreneurs, paris, france;
470;7, rue brochant, paris, france;brochant;2.317;48.888;brochant, paris, france;rue brochant, paris, france;brochant primeur, avenue de clichy, paris, france;brochant (17e) - pl charles fillion, place charles fillion, paris, france;brochant - cardinet, paris, france;
471;le moulin, conques, france;moulin;2.441;44.581;moulins, france;moulin de conques - maison busset hôtel et restaurant, cambelong, conques, france;moulin-mage, france;moulin à vent, lyon, france;moulin à vent, perpignan, france;
472;251 rue gallieni, boulogne-billancourt, france;gallieni;2.227;48.835;pharmacie gallieni, rue gallieni, boulogne-billancourt, france;scp vétérinaire gallieni, rue sadi carnot, bagnolet, france;gallieni, bagnolet, france;eurolines - gare routière internationale paris gallieni, avenue du général de gaulle, bagnolet, france;gallieni eurolines, rue des champeaux, bagnolet, france;
473;46 passage clemenceau, vichy, france;clemenceau;3.423;46.125;crédit agricole centre france - vichy clémenceau, vichy, france;passage clemenceau, vichy, france;clemenceau, rennes, france;clémenceau, perpignan, france;boulevard georges clemenceau, dijon, france;
474;7 rue de la duchesse d'uzès, boursault, france;d'uzès;3.847;49.06;rue d'uzès, paris, france;hotel d'uzes, rue des fontenilles, tonnerre, france;boucherie d'uzès, place albert 1er, uzès, france;glacier d'uzès, place dampmartin, uzès, france;route d'uzès, saint-hilaire-de-brethmas, france;
475;12 quai des célestins, paris, france;célestins;2.361;48.852;quai des célestins, paris, france;ruelle des célestins, marcoussis, france;célestins, théâtre de lyon, rue charles dullin, lyon, france;rue des célestins, drancy, france;rue des célestins, versailles, france;
476;2 rue jean corringer, vigneux-sur-seine, france, vigneux-sur-seine, france;france;2.423;48.706;france, undefined;quai anatole france, paris, france;avenue anatole france, paris, france;rue anatole france, levallois-perret, france;av. pierre mendès-france, paris, france;
477;12 rue dante, nice, france;dante;7.254;43.696;rue dante, nice, france;hôtel dante, rue andrioli, nice, france;la romantica dante, nice, france;dante, rue dante, nice, france;laverie dante, rue dante, nice, france;
478;1 rue du faubourg saint-antoine, paris, france;saint-antoine;2.371;48.853;cour du marché saint-antoine, france;hôpital saint-antoine, rue du faubourg saint-antoine, paris, france;apartment saint-antoine, rue saint-antoine, paris, france;rue saint-antoine, paris, france;sushi shop, rue du faubourg saint-antoine, paris, france;
479;route de manosque, la bastide-des-jourdans, france;manosque;5.64;43.786;manosque, france;ferronnerie manosque, montée du pain de sucre, manosque, france;manosque village, manosque, france;manosque gare sncf, manosque, france;manosque - gréoux-les-bains, place frédéric mistral, manosque, france;
480;46, rue de la balance, avignon, france;balance;4.806;43.952;la balance immobilier, rue sainte-catherine, avignon, france;rue de la balance, avignon, france;auto ecole la balance, rue de la grande fusterie, avignon, france;cop balance 2 ilot p, rue molière, avignon, france;balance, fournols, france;
481;27 grand rue, lodève, france;rue;3.32;43.731;rue docteur henri mas, lodève, france;rue neuve des marchés, lodève, france;rue des écoles, lodève, france;rue de la république, lodève, france;rue de la draille, lodève, france;
482;275, route de saint antoine ginestière, nice, france;ginestière;7.217;43.707;ginestière, nice, france;chemin de la ginestière, nice, france;chemin du château de la ginestière, nice, france;ancien chemin de la ginestière, nice, france;la ginestière, chemin de la ginestière, nice, france;
483;10-12, boulevard maréchal foch, beaune, france;foch;4.836;47.027;foch, lyon, france;foch gare, dijon, france;boulevard maréchal foch, beaune, france;foch-ferrié, grenoble, france;fochabers, royaume-uni;
484;place maurice faure, romans-sur-isère, france;faure;5.049;45.043;faure bruno, rue paradis, romans-sur-isère, france;faure tourisme, place gondoin, romans-sur-isère, france;virginie faure, rue estienne d'orves, bourg-de-péage, france;faure jardinage sa, place jean rostand, valence, france;faure automatisme valence, allée gugliemo marconi, valence, france;
485;18, place du château, jonzac, france;château;-0.432;45.446;châteaubernard, france;châteauneuf-sur-charente, france;château de jonzac, rue du château, jonzac, france;châteauroux, france;château de mirambeau, avenue des comtes duchatel, mirambeau, france;
486;27 boulevard de la république, chalon-sur-saône, france;république;4.849;46.783;république pressing, place de la république, chalon-sur-saône, france;république dominicaine, undefined;opticien krys, boulevard de la république, chalon-sur-saône, france;république démocratique du congo, undefined;république tchèque, undefined;
487;55 boulevard de vaugirard, paris, france;vaugirard;2.317;48.841;rue de vaugirard, paris, france;vaugirard, paris, france;boulevard de vaugirard, paris, france;nails vaugirard, rue de vaugirard, paris, france;gare vaugirard, paris, france;
488;28 rue du cardinal lemoine, paris, france;lemoine;2.353;48.848;cité du cardinal lemoine, paris, france;rue du cardinal lemoine, paris, france;lemoine, rue saint-dominique, paris, france;lemoine diane, rue de miromesnil, paris, france;lemoine & associés - détective privé, rue sedillot, paris, france;
489;8 rue botanique, angers, france;botanique;-0.547;47.474;rue botanique, angers, france;jardin botanique, chemin de la guichardière, briollay, france;le botanique, rue d'entraigues, tours, france;botanique restaurant, rue de la folie méricourt, paris, france;botanique, saint-josse-ten-noode, belgique;
490;13 rue lagrange, paris, france;lagrange;2.348;48.851;lagrange, paris, france;souvenirs lagrange, rue lagrange, paris, france;parking saemes lagrange-maubert, rue lagrange, paris, france;rue lagrange, paris, france;résidence lagrange city boulogne, cours de l'île seguin, boulogne-billancourt, france;
491;route nationale 96 quartier des vieilles tuileries, peyrolles-en-provence, france;tuileries;5.599;43.648;tuileries, paris, france;jardin des tuileries, rue de rivoli, paris, france;tuilerie bossy, chemin du moulin du fort, gardanne, france;tuileries, forcalqueiret, france;lotissement les tuileries, marseille, france;
492;20 rue jules horowitz, saint paul lès durance, france;horowitz;5.734;43.694;rue jules horowitz, grenoble, france;horowitz, rue krakivska, lviv, oblast de lviv, ukraine;mr. dr.med. peter horowitz, dorfstrasse, würenlingen, suisse;horowitz visual and performing arts building, campus drive, columbia, maryland, états-unis;horowitz jacques, rue félix bourquelot, provins, france;
493;5, rue des vieux moulins, meaux, france;moulins;2.877;48.96;moulins, france;moulins soufflet, quai de l'apport paris, corbeil-essonnes, france;moulins-lès-metz, france;moulins, lille, france;moulins-la-marche, france;
494;11 paris, seillons-source-d'argens, france;paris;5.898;43.495;paris, seillons-source-d'argens, france;visa connect : agence de visas à paris, paris cedex 16, france;paris, france;paris, salles, france;"paris charles de gaulle (gare routière ""terminal 3"" ), rue du luxembourg, tremblay-en-france, france";
495;5 rue marchand, corbeil-essonnes, france;marchand;2.467;48.604;rue marchand, corbeil-essonnes, france;marchand drapier, rue madame, paris, france;marchand jefferson, rue geoffroy saint-hilaire, évry, france;marchand immobilier, rue antoine vollon, paris, france;marchand gilles, rue de la roche d'amour, fontenay-le-vicomte, france;
496;29 rue sambre-et-meuse, paris, france;sambre-et-meuse;2.373;48.875;sambre et meuse, paris, france;rue de sambre-et-meuse, paris, france;sambre-et-meuse, feignies, france;rue de sambre et meuse, houilles, france;avenue de sambre et meuse, gagny, france;
497;boulevard louison bobet, quiberon, france;bobet;-3.104;47.481;bobet félix, rue louis tiercelin, rennes, france;bobet, boulevard pierre brossolette, le grand-quevilly, france;bobet ets, les clottees, voivres-lès-le-mans, france;bobet antiquités, rue jean le ho, rennes, france;bobet, gradignan, france;
498;la cerce, sauvigny-le-bois, france;cerce;3.967;47.497;rue de la cerce, sauvigny-le-bois, france;cercey, thoisy-le-désert, france;cerceda, espagne;cercenasco, turin, italie;cercedilla, espagne;
